,Pokemon Number,Stat Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,First Type,Second Type,First Ability,Second Ability,Hidden Ability,Generation,Egg Group 1,Egg Group 2,Is Sub Legendary,Is Legendary,Is Mythical,Is Fully Evolved
Sobble,816,310,50,40,40,70,40,70,Water,None,Torrent,None,Sniper,8,Field,Water 1,FALSE,FALSE,FALSE,FALSE
Drizzile,817,420,65,60,55,95,55,90,Water,None,Torrent,None,Sniper,8,Field,Water 1,FALSE,FALSE,FALSE,FALSE
Inteleon,818,530,70,85,65,125,65,120,Water,None,Torrent,None,Sniper,8,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Skwovet,819,275,70,55,55,35,35,25,Normal,None,Cheek Pouch,None,Gluttony,8,Field,None,FALSE,FALSE,FALSE,FALSE
Greedent,820,460,120,95,95,55,75,20,Normal,None,Cheek Pouch,None,Gluttony,8,Field,None,FALSE,FALSE,FALSE,TRUE
Rookidee,821,245,38,47,35,33,35,57,Flying,None,Keen Eye,Unnerve,Big Pecks,8,Flying,None,FALSE,FALSE,FALSE,FALSE
Corvisquire,822,365,68,67,55,43,55,77,Flying,None,Keen Eye,Unnerve,Big Pecks,8,Flying,None,FALSE,FALSE,FALSE,FALSE
Corviknight,823,495,98,87,105,53,85,67,Flying,Steel,Pressure,Unnerve,Mirror Armor,8,Flying,None,FALSE,FALSE,FALSE,TRUE
Blipbug,824,180,25,20,20,25,45,45,Bug,None,Swarm,Compound Eyes,Telepathy,8,Bug,None,FALSE,FALSE,FALSE,FALSE
Dottler,825,335,50,35,80,50,90,30,Bug,Psychic,Swarm,Compound Eyes,Telepathy,8,Bug,None,FALSE,FALSE,FALSE,FALSE
Orbeetle,826,505,60,45,110,80,120,90,Bug,Psychic,Swarm,Frisk,Telepathy,8,Bug,None,FALSE,FALSE,FALSE,TRUE
Nickit,827,245,40,28,28,47,52,50,Dark,None,Run Away,Unburden,Stakeout,8,Field,None,FALSE,FALSE,FALSE,FALSE
Thievul,828,455,70,58,58,87,92,90,Dark,None,Run Away,Unburden,Stakeout,8,Field,None,FALSE,FALSE,FALSE,TRUE
Gossifleur,829,250,40,40,60,40,60,10,Grass,None,Cotton Down,Regenerator,Effect Spore,8,Grass,None,FALSE,FALSE,FALSE,FALSE
Eldegoss,830,460,60,50,90,80,120,60,Grass,None,Cotton Down,Regenerator,Effect Spore,8,Grass,None,FALSE,FALSE,FALSE,TRUE
Wooloo,831,270,42,40,55,40,45,48,Normal,None,Fluffy,Run Away,Bulletproof,8,Field,None,FALSE,FALSE,FALSE,FALSE
Dubwool,832,490,72,80,100,60,90,88,Normal,None,Fluffy,Steadfast,Bulletproof,8,Field,None,FALSE,FALSE,FALSE,TRUE
Chewtle,833,284,50,64,50,38,38,44,Water,None,Strong Jaw,Shell Armor,Swift Swim,8,Monster,Water 1,FALSE,FALSE,FALSE,FALSE
Drednaw,834,485,90,115,90,48,68,74,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,8,Monster,Water 1,FALSE,FALSE,FALSE,TRUE
Yamper,835,270,59,45,50,40,50,26,Electric,None,Ball Fetch,None,Rattled,8,Field,None,FALSE,FALSE,FALSE,FALSE
Boltund,836,490,69,90,60,90,60,121,Electric,None,Strong Jaw,None,Competitive,8,Field,None,FALSE,FALSE,FALSE,TRUE
Rolycoly,837,240,30,40,50,40,50,30,Rock,None,Steam Engine,Heatproof,Flash Fire,8,Mineral,None,FALSE,FALSE,FALSE,FALSE
Carkol,838,410,80,60,90,60,70,50,Rock,Fire,Steam Engine,Flame Body,Flash Fire,8,Mineral,None,FALSE,FALSE,FALSE,FALSE
Coalossal,839,510,110,80,120,80,90,30,Rock,Fire,Steam Engine,Flame Body,Flash Fire,8,Mineral,None,FALSE,FALSE,FALSE,TRUE
Applin,840,260,40,40,80,40,40,20,Grass,Dragon,Ripen,Gluttony,Bulletproof,8,Dragon,Grass,FALSE,FALSE,FALSE,FALSE
Flapple,841,485,70,110,80,95,60,70,Grass,Dragon,Ripen,Gluttony,Hustle,8,Dragon,Grass,FALSE,FALSE,FALSE,TRUE
Appletun,842,485,110,85,80,100,80,30,Grass,Dragon,Ripen,Gluttony,Thick Fat,8,Dragon,Grass,FALSE,FALSE,FALSE,TRUE
Silicobra,843,315,52,57,75,35,50,46,Ground,None,Sand Spit,Shed Skin,Sand Veil,8,Dragon,Field,FALSE,FALSE,FALSE,FALSE
Sandaconda,844,510,72,107,125,65,70,71,Ground,None,Sand Spit,Shed Skin,Sand Veil,8,Dragon,Field,FALSE,FALSE,FALSE,TRUE
Cramorant,845,475,70,85,55,85,95,85,Flying,Water,Gulp Missile,None,None,8,Flying,Water 1,FALSE,FALSE,FALSE,TRUE
Arrokuda,846,280,41,63,40,40,30,66,Water,None,Swift Swim,None,Propeller Tail,8,Water 2,None,FALSE,FALSE,FALSE,FALSE
Barraskewda,847,490,61,123,60,60,50,136,Water,None,Swift Swim,None,Propeller Tail,8,Water 2,None,FALSE,FALSE,FALSE,TRUE
Toxel,848,242,40,38,35,54,35,40,Electric,Poison,Rattled,Static,Klutz,8,Undiscovered,None,FALSE,FALSE,FALSE,FALSE
Toxtricity,849,502,75,98,70,114,70,75,Electric,Poison,Punk Rock,Plus,Technician,8,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Toxtricity(Low Key Form),849,502,75,98,70,114,70,75,Electric,Poison,Punk Rock,Minus,Technician,8,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Sizzlipede,850,305,50,65,45,50,50,45,Fire,Bug,Flash Fire,White Smoke,Flame Body,8,Bug,None,FALSE,FALSE,FALSE,FALSE
Centiskorch,851,525,100,115,65,90,90,65,Fire,Bug,Flash Fire,White Smoke,Flame Body,8,Bug,None,FALSE,FALSE,FALSE,TRUE
Clobbopus,852,310,50,68,60,50,50,32,Fighting,None,Limber,None,Technician,8,Human-Like,Water 1,FALSE,FALSE,FALSE,FALSE
Grapploct,853,480,80,118,90,70,80,42,Fighting,None,Limber,None,Technician,8,Human-Like,Water 1,FALSE,FALSE,FALSE,TRUE
Sinistea,854,308,40,45,45,74,54,50,Ghost,None,Weak Armor,None,Cursed Body,8,Amorphous,Mineral,FALSE,FALSE,FALSE,FALSE
Polteageist,855,508,60,65,65,134,114,70,Ghost,None,Weak Armor,None,Cursed Body,8,Amorphous,Mineral,FALSE,FALSE,FALSE,TRUE
Hatenna,856,265,42,30,45,56,53,39,Psychic,None,Healer,Anticipation,Magic Bounce,8,Fairy,None,FALSE,FALSE,FALSE,FALSE
Hattrem,857,370,57,40,65,86,73,49,Psychic,None,Healer,Anticipation,Magic Bounce,8,Fairy,None,FALSE,FALSE,FALSE,FALSE
Hatterene,858,510,57,90,95,136,103,29,Psychic,Fairy,Healer,Anticipation,Magic Bounce,8,Fairy,None,FALSE,FALSE,FALSE,TRUE
Impidimp,859,265,45,45,30,55,40,50,Dark,Fairy,Prankster,Frisk,Pickpocket,8,Fairy,Human-Like,FALSE,FALSE,FALSE,FALSE
Morgrem,860,370,65,60,45,75,55,70,Dark,Fairy,Prankster,Frisk,Pickpocket,8,Fairy,Human-Like,FALSE,FALSE,FALSE,FALSE
Grimmsnarl,861,510,95,120,65,95,75,60,Dark,Fairy,Prankster,Frisk,Pickpocket,8,Fairy,Human-Like,FALSE,FALSE,FALSE,TRUE
Obstagoon,862,520,93,90,101,60,81,95,Dark,Normal,Reckless,Guts,Defiant,8,Field,None,FALSE,FALSE,FALSE,TRUE
Perrserker,863,440,70,110,100,50,60,50,Steel,None,Battle Armor,Tough Claws,Steely Spirit,8,Field,None,FALSE,FALSE,FALSE,TRUE
Cursola,864,510,60,95,50,145,130,30,Ghost,None,Weak Armor,None,Perish Body,8,Water 1,Water 3,FALSE,FALSE,FALSE,TRUE
Sirfetch'd,865,507,62,135,95,68,82,65,Fighting,None,Steadfast,None,Scrappy,8,Field,Flying,FALSE,FALSE,FALSE,TRUE
Mr. Rime,866,520,80,85,75,110,100,70,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,8,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Runerigus,867,483,58,95,145,50,105,30,Ground,Ghost,Wandering Spirit,None,None,8,Amorphous,Mineral,FALSE,FALSE,FALSE,TRUE
Milcery,868,270,45,40,40,50,61,34,Fairy,None,Sweet Veil,None,Aroma Veil,8,Amorphous,Fairy,FALSE,FALSE,FALSE,FALSE
Alcremie,869,495,65,60,75,110,121,64,Fairy,None,Sweet Veil,None,Aroma Veil,8,Amorphous,Fairy,FALSE,FALSE,FALSE,TRUE
Falinks,870,470,65,100,100,70,60,75,Fighting,None,Battle Armor,None,Defiant,8,Fairy,Mineral,FALSE,FALSE,FALSE,TRUE
Pincurchin,871,435,48,101,95,91,85,15,Electric,None,Lightning Rod,None,Electric Surge,8,Amorphous,Water 1,FALSE,FALSE,FALSE,TRUE
Snom,872,185,30,25,35,45,30,20,Ice,Bug,Shield Dust,None,Ice Scales,8,Bug,None,FALSE,FALSE,FALSE,FALSE
Frosmoth,873,475,70,65,60,125,90,65,Ice,Bug,Shield Dust,None,Ice Scales,8,Bug,None,FALSE,FALSE,FALSE,TRUE
Stonjourner,874,470,100,125,135,20,20,70,Rock,None,Power Spot,None,None,8,Mineral,None,FALSE,FALSE,FALSE,TRUE
Eiscue,875,470,75,80,110,65,90,50,Ice,None,Ice Face,None,None,8,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Eiscue(Noice Face),875,470,75,80,70,65,50,130,Ice,None,Ice Face,None,None,8,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Indeedee,876,475,60,65,55,105,95,95,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,8,Fairy,None,FALSE,FALSE,FALSE,TRUE
Indeedee(Female),876,475,70,55,65,95,105,85,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,8,Fairy,None,FALSE,FALSE,FALSE,TRUE
Morpeko,877,436,58,95,58,70,58,97,Electric,Dark,Hunger Switch,None,None,8,Fairy,Field,FALSE,FALSE,FALSE,TRUE
Cufant,878,330,72,80,49,40,49,40,Steel,None,Sheer Force,None,Heavy Metal,8,Field,Mineral,FALSE,FALSE,FALSE,FALSE
Copperajah,879,500,122,130,69,80,69,30,Steel,None,Sheer Force,None,Heavy Metal,8,Field,Mineral,FALSE,FALSE,FALSE,TRUE
Dracozolt,880,505,90,100,90,80,70,75,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,8,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Arctozolt,881,505,90,100,90,90,80,55,Electric,Ice,Volt Absorb,Static,Slush Rush,8,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Dracovish,882,505,90,90,100,70,80,75,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,8,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Arctovish,883,505,90,90,100,80,90,55,Water,Ice,Water Absorb,Ice Body,Slush Rush,8,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Duraludon,884,535,70,95,115,120,50,85,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,8,Dragon,Mineral,FALSE,FALSE,FALSE,TRUE
Dreepy,885,270,28,60,30,40,30,82,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,8,Amorphous,Dragon,FALSE,FALSE,FALSE,FALSE
Drakloak,886,410,68,80,50,60,50,102,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,8,Amorphous,Dragon,FALSE,FALSE,FALSE,FALSE
Dragapult,887,600,88,120,75,100,75,142,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,8,Amorphous,Dragon,FALSE,FALSE,FALSE,TRUE
Zacian(Crowned Sword),888,700,92,150,115,80,115,148,Fairy,Steel,Intrepid Sword,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Zacian,888,660,92,120,115,80,115,138,Fairy,None,Intrepid Sword,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Zamazenta(Crowned Shield),889,700,92,120,140,80,140,128,Fighting,Steel,Dauntless Shield,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Zamazenta,889,660,92,120,115,80,115,138,Fighting,None,Dauntless Shield,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Eternatus,890,690,140,85,95,145,95,130,Poison,Dragon,Pressure,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Kubfu,891,385,60,90,60,53,50,72,Fighting,None,Inner Focus,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,FALSE
Urshifu,892,550,100,130,100,63,60,97,Fighting,Dark,Unseen Fist,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Urshifu(Rapid Strike Style),892,550,100,130,100,63,60,97,Fighting,Water,Unseen Fist,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Zarude,893,600,105,120,105,70,95,105,Dark,Grass,Leaf Guard,None,None,8,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Regieleki,894,580,80,100,50,100,50,200,Electric,None,Transistor,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Regidrago,895,580,200,100,50,100,50,80,Dragon,None,Dragon's Maw,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Glastrier,896,580,100,145,130,65,110,30,Ice,None,Chilling Neigh,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Spectrier,897,580,100,65,60,145,80,130,Ghost,None,Grim Neigh,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Calyrex(Ice Rider),898,680,100,165,150,85,130,50,Psychic,Ice,As One,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Calyrex(Shadow Rider),898,680,100,85,80,165,100,150,Psychic,Ghost,As One,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Calyrex,898,500,100,80,80,80,80,80,Psychic,Grass,Unnerve,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Wyrdeer,899,525,103,105,72,105,75,65,Normal,Psychic,Intimidate,Frisk,Sap Sipper,8,Field,None,FALSE,FALSE,FALSE,TRUE
Kleavor,900,500,70,130,95,45,75,85,Bug,Rock,Swarm,Sheer Force,Sharpness,8,Bug,None,FALSE,FALSE,FALSE,TRUE
Ursaluna,901,550,130,140,105,45,80,50,Ground,Normal,Guts,Bulletproof,Unnerve,8,Field,None,FALSE,FALSE,FALSE,TRUE
Basculegion,902,530,120,112,65,80,75,78,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,8,Water 2,None,FALSE,FALSE,FALSE,TRUE
Basculegion(Female),902,530,120,92,65,100,75,78,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,8,Water 2,None,FALSE,FALSE,FALSE,TRUE
Sneasler,903,510,80,130,60,40,80,120,Poison,Fighting,Pressure,Unburden,Poison Touch,8,Field,None,FALSE,FALSE,FALSE,TRUE
Overqwil,904,510,85,115,95,65,65,85,Dark,Poison,Poison Point,Swift Swim,Intimidate,8,Water 2,None,FALSE,FALSE,FALSE,TRUE
Enamorus,905,580,74,115,70,135,80,106,Fairy,Flying,Cute Charm,None,Contrary,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Enamorus(Therian Forme),905,580,74,115,110,135,100,46,Fairy,Flying,Overcoat,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Sprigatito,906,310,40,61,54,45,45,65,Grass,None,Overgrow,None,Protean,9,Field,Grass,FALSE,FALSE,FALSE,FALSE
Floragato,907,410,61,80,63,60,63,83,Grass,None,Overgrow,None,Protean,9,Field,Grass,FALSE,FALSE,FALSE,FALSE
Meowscarada,908,530,76,110,70,81,70,123,Grass,Dark,Overgrow,None,Protean,9,Field,Grass,FALSE,FALSE,FALSE,TRUE
Fuecoco,909,310,67,45,59,63,40,36,Fire,None,Blaze,None,Unaware,9,Field,None,FALSE,FALSE,FALSE,FALSE
Crocalor,910,411,81,55,78,90,58,49,Fire,None,Blaze,None,Unaware,9,Field,None,FALSE,FALSE,FALSE,FALSE
Skeledirge,911,530,104,75,100,110,75,66,Fire,Ghost,Blaze,None,Unaware,9,Field,None,FALSE,FALSE,FALSE,TRUE
Quaxly,912,310,55,65,45,50,45,50,Water,None,Torrent,None,Moxie,9,Flying,Water 1,FALSE,FALSE,FALSE,FALSE
Quaxwell,913,410,70,85,65,65,60,65,Water,None,Torrent,None,Moxie,9,Flying,Water 1,FALSE,FALSE,FALSE,FALSE
Quaquaval,914,530,85,120,80,85,75,85,Water,Fighting,Torrent,None,Moxie,9,Flying,Water 1,FALSE,FALSE,FALSE,TRUE
Lechonk,915,254,54,45,40,35,45,35,Normal,None,Aroma Veil,Gluttony,Thick Fat,9,Field,None,FALSE,FALSE,FALSE,FALSE
Oinkologne,916,489,110,100,75,59,80,65,Normal,None,Lingering Aroma,Gluttony,Thick Fat,9,Field,None,FALSE,FALSE,FALSE,TRUE
Oinkologne(Female),916,489,115,90,70,59,90,65,Normal,None,Aroma Veil,Gluttony,Thick Fat,9,Field,None,FALSE,FALSE,FALSE,TRUE
Tarountula,917,210,35,41,45,29,40,20,Bug,None,Insomnia,None,Stakeout,9,Bug,None,FALSE,FALSE,FALSE,FALSE
Spidops,918,404,60,79,92,52,86,35,Bug,None,Insomnia,None,Stakeout,9,Bug,None,FALSE,FALSE,FALSE,TRUE
Nymble,919,210,33,46,40,21,25,45,Bug,None,Swarm,None,Tinted Lens,9,Bug,None,FALSE,FALSE,FALSE,FALSE
Lokix,920,450,71,102,78,52,55,92,Bug,Dark,Swarm,None,Tinted Lens,9,Bug,None,FALSE,FALSE,FALSE,TRUE
Pawmi,921,240,45,50,20,40,25,60,Electric,None,Static,Natural Cure,Iron Fist,9,Field,None,FALSE,FALSE,FALSE,FALSE
Pawmo,922,350,60,75,40,50,40,85,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,9,Field,None,FALSE,FALSE,FALSE,FALSE
Pawmot,923,490,70,115,70,70,60,105,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,9,Field,None,FALSE,FALSE,FALSE,TRUE
Tandemaus,924,305,50,50,45,40,45,75,Normal,None,Run Away,Pickup,Own Tempo,9,Fairy,Field,FALSE,FALSE,FALSE,FALSE
Maushold,925,470,74,75,70,65,75,111,Normal,None,Friend Guard,Cheek Pouch,Technician,9,Fairy,Field,FALSE,FALSE,FALSE,TRUE
Fidough,926,312,37,55,70,30,55,65,Fairy,None,Own Tempo,None,Klutz,9,Field,Mineral,FALSE,FALSE,FALSE,FALSE
Dachsbun,927,477,57,80,115,50,80,95,Fairy,None,Well-Baked Body,None,Aroma Veil,9,Field,Mineral,FALSE,FALSE,FALSE,TRUE
Smoliv,928,260,41,35,45,58,51,30,Grass,Normal,Early Bird,None,Harvest,9,Grass,None,FALSE,FALSE,FALSE,FALSE
Dolliv,929,354,52,53,60,78,78,33,Grass,Normal,Early Bird,None,Harvest,9,Grass,None,FALSE,FALSE,FALSE,FALSE
Arboliva,930,510,78,69,90,125,109,39,Grass,Normal,Seed Sower,None,Harvest,9,Grass,None,FALSE,FALSE,FALSE,TRUE
Squawkabilly,931,417,82,96,51,45,51,92,Normal,Flying,Intimidate,Hustle,Guts,9,Flying,None,FALSE,FALSE,FALSE,TRUE
Nacli,932,280,55,55,75,35,35,25,Rock,None,Purifying Salt,Sturdy,Clear Body,9,Mineral,None,FALSE,FALSE,FALSE,FALSE
Naclstack,933,355,60,60,100,35,65,35,Rock,None,Purifying Salt,Sturdy,Clear Body,9,Mineral,None,FALSE,FALSE,FALSE,FALSE
Garganacl,934,500,100,100,130,45,90,35,Rock,None,Purifying Salt,Sturdy,Clear Body,9,Mineral,None,FALSE,FALSE,FALSE,TRUE
Charcadet,935,255,40,50,40,50,40,35,Fire,None,Flash Fire,None,Flame Body,9,Human-Like,None,FALSE,FALSE,FALSE,FALSE
Armarouge,936,525,85,60,100,125,80,75,Fire,Psychic,Flash Fire,None,Weak Armor,9,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Ceruledge,937,525,75,125,80,60,100,85,Fire,Ghost,Flash Fire,None,Weak Armor,9,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Tadbulb,938,272,61,31,41,59,35,45,Electric,None,Own Tempo,Static,Damp,9,Water 1,None,FALSE,FALSE,FALSE,FALSE
Bellibolt,939,495,109,64,91,103,83,45,Electric,None,Electromorphosis,Static,Damp,9,Water 1,None,FALSE,FALSE,FALSE,TRUE
Wattrel,940,280,40,40,35,55,40,70,Electric,Flying,Wind Power,Volt Absorb,Competitive,9,Flying,Water 1,FALSE,FALSE,FALSE,FALSE
Kilowattrel,941,490,70,70,60,105,60,125,Electric,Flying,Wind Power,Volt Absorb,Competitive,9,Flying,Water 1,FALSE,FALSE,FALSE,TRUE
Maschiff,942,340,60,78,60,40,51,51,Dark,None,Intimidate,Run Away,Stakeout,9,Field,None,FALSE,FALSE,FALSE,FALSE
Mabosstiff,943,505,80,120,90,60,70,85,Dark,None,Intimidate,Guard Dog,Stakeout,9,Field,None,FALSE,FALSE,FALSE,TRUE
Shroodle,944,290,40,65,35,40,35,75,Poison,Normal,Unburden,Pickpocket,Prankster,9,Field,None,FALSE,FALSE,FALSE,FALSE
Grafaiai,945,485,63,95,65,80,72,110,Poison,Normal,Unburden,Poison Touch,Prankster,9,Field,None,FALSE,FALSE,FALSE,TRUE
Bramblin,946,275,40,65,30,45,35,60,Grass,Ghost,Wind Rider,None,Infiltrator,9,Grass,None,FALSE,FALSE,FALSE,FALSE
Brambleghast,947,480,55,115,70,80,70,90,Grass,Ghost,Wind Rider,None,Infiltrator,9,Grass,None,FALSE,FALSE,FALSE,TRUE
Toedscool,948,335,40,40,35,50,100,70,Ground,Grass,Mycelium Might,None,None,9,Grass,None,FALSE,FALSE,FALSE,FALSE
Toedscruel,949,515,80,70,65,80,120,100,Ground,Grass,Mycelium Might,None,None,9,Grass,None,FALSE,FALSE,FALSE,TRUE
Klawf,950,450,70,100,115,35,55,75,Rock,None,Anger Shell,Shell Armor,Regenerator,9,Water 3,None,FALSE,FALSE,FALSE,TRUE
Capsakid,951,304,50,62,40,62,40,50,Grass,None,Chlorophyll,Insomnia,Klutz,9,Grass,None,FALSE,FALSE,FALSE,FALSE
Scovillain,952,486,65,108,65,108,65,75,Grass,Fire,Chlorophyll,Insomnia,Moody,9,Grass,None,FALSE,FALSE,FALSE,TRUE
Rellor,953,270,41,50,60,31,58,30,Bug,None,Compound Eyes,None,Shed Skin,9,Bug,None,FALSE,FALSE,FALSE,FALSE
Rabsca,954,470,75,50,85,115,100,45,Bug,Psychic,Synchronize,None,Telepathy,9,Bug,None,FALSE,FALSE,FALSE,TRUE
Flittle,955,255,30,35,30,55,30,75,Psychic,None,Anticipation,Frisk,Speed Boost,9,Flying,None,FALSE,FALSE,FALSE,FALSE
Espathra,956,481,95,60,60,101,60,105,Psychic,None,Opportunist,Frisk,Speed Boost,9,Flying,None,FALSE,FALSE,FALSE,TRUE
Tinkatink,957,297,50,45,45,35,64,58,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,9,Fairy,None,FALSE,FALSE,FALSE,FALSE
Tinkatuff,958,380,65,55,55,45,82,78,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,9,Fairy,None,FALSE,FALSE,FALSE,FALSE
Tinkaton,959,506,85,75,77,70,105,94,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,9,Fairy,None,FALSE,FALSE,FALSE,TRUE
Wiglett,960,245,10,55,25,35,25,95,Water,None,Gooey,Rattled,Sand Veil,9,Water 3,None,FALSE,FALSE,FALSE,FALSE
Wugtrio,961,425,35,100,50,50,70,120,Water,None,Gooey,Rattled,Sand Veil,9,Water 3,None,FALSE,FALSE,FALSE,TRUE
Bombirdier,962,485,70,103,85,60,85,82,Flying,Dark,Big Pecks,Keen Eye,Rocky Payload,9,Flying,None,FALSE,FALSE,FALSE,TRUE
Finizen,963,315,70,45,40,45,40,75,Water,None,Water Veil,None,None,9,Field,Water 2,FALSE,FALSE,FALSE,FALSE
Palafin(Hero Form),964,650,100,160,97,106,87,100,Water,None,Zero to Hero,None,None,9,Field,Water 2,FALSE,FALSE,FALSE,TRUE
Palafin,964,457,100,70,72,53,62,100,Water,None,Zero to Hero,None,None,9,Field,Water 2,FALSE,FALSE,FALSE,TRUE
Varoom,965,300,45,70,63,30,45,47,Steel,Poison,Overcoat,None,Slow Start,9,Mineral,None,FALSE,FALSE,FALSE,FALSE
Revavroom,966,500,80,119,90,54,67,90,Steel,Poison,Overcoat,None,Filter,9,Mineral,None,FALSE,FALSE,FALSE,TRUE
Cyclizar,967,501,70,95,65,85,65,121,Dragon,Normal,Shed Skin,None,Regenerator,9,Field,None,FALSE,FALSE,FALSE,TRUE
Orthworm,968,480,70,85,145,60,55,65,Steel,None,Earth Eater,None,Sand Veil,9,Field,None,FALSE,FALSE,FALSE,TRUE
Glimmet,969,350,48,35,42,105,60,60,Rock,Poison,Toxic Debris,None,Corrosion,9,Mineral,None,FALSE,FALSE,FALSE,FALSE
Glimmora,970,525,83,55,90,130,81,86,Rock,Poison,Toxic Debris,None,Corrosion,9,Mineral,None,FALSE,FALSE,FALSE,TRUE
Greavard,971,290,50,61,60,30,55,34,Ghost,None,Pickup,None,Fluffy,9,Field,None,FALSE,FALSE,FALSE,FALSE
Houndstone,972,488,72,101,100,50,97,68,Ghost,None,Sand Rush,None,Fluffy,9,Field,None,FALSE,FALSE,FALSE,TRUE
Flamigo,973,500,82,115,74,75,64,90,Flying,Fighting,Scrappy,Tangled Feet,Costar,9,Flying,None,FALSE,FALSE,FALSE,TRUE
Cetoddle,974,334,108,68,45,30,40,43,Ice,None,Thick Fat,Snow Cloak,Sheer Force,9,Field,None,FALSE,FALSE,FALSE,FALSE
Cetitan,975,521,170,113,65,45,55,73,Ice,None,Thick Fat,Slush Rush,Sheer Force,9,Field,None,FALSE,FALSE,FALSE,TRUE
Veluza,976,478,90,102,73,78,65,70,Water,Psychic,Mold Breaker,None,Sharpness,9,Water 2,None,FALSE,FALSE,FALSE,TRUE
Dondozo,977,530,150,100,115,65,65,35,Water,None,Unaware,Oblivious,Water Veil,9,Water 2,None,FALSE,FALSE,FALSE,TRUE
Tatsugiri,978,475,68,50,60,120,95,82,Dragon,Water,Commander,None,Storm Drain,9,Water 2,None,FALSE,FALSE,FALSE,TRUE
Annihilape,979,535,110,115,80,50,90,90,Fighting,Ghost,Vital Spirit,Inner Focus,Defiant,9,Field,None,FALSE,FALSE,FALSE,TRUE
Clodsire,980,430,130,75,60,45,100,20,Poison,Ground,Poison Point,Water Absorb,Unaware,9,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Farigiraf,981,520,120,90,70,110,70,60,Normal,Psychic,Cud Chew,Armor Tail,Sap Sipper,9,Field,None,FALSE,FALSE,FALSE,TRUE
Dudunsparce,982,520,125,100,80,85,75,55,Normal,None,Serene Grace,Run Away,Rattled,9,Field,None,FALSE,FALSE,FALSE,TRUE
Kingambit,983,550,100,135,120,60,85,50,Dark,Steel,Defiant,Supreme Overlord,Pressure,9,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Great Tusk,984,570,115,131,131,53,53,87,Ground,Fighting,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Scream Tail,985,570,115,65,99,65,115,111,Fairy,Psychic,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Brute Bonnet,986,570,111,127,99,79,99,55,Grass,Dark,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
